marketing_key,campaign_date,campaign_name,channel,impressions,clicks,spend,conversions,total_orders,total_sales_amount,conversion_rate,cost_per_order,revenue_generated
843,18-06-2023,Membership Drive,Email,8276,793,1189.21,68,12,12327.46,9.00E-02,99.1,9253.77
844,18-06-2023,New User Discount,App,3968,159,3009.26,97,12,12327.46,0.61,250.77,6627.48
845,18-06-2023,Referral Program,App,8040,867,2335.31,47,12,12327.46,5.00E-02,194.61,2636.65
846,18-06-2023,Weekend Special,SMS,8019,577,2996.62,81,12,12327.46,0.14,249.72,3718.13
847,19-06-2023,App Push Notification,SMS,7275,539,4805.2,85,7,5523.53,0.16,686.46,8311.55
848,19-06-2023,Category Promotion,App,3971,616,1287.52,10,7,5523.53,0.02,183.93,3773.01
849,19-06-2023,Email Campaign,Email,9104,478,4102.26,53,7,5523.53,0.11,586.04,9403.92
850,19-06-2023,Festival Offer,Social Media,8575,280,1027,98,7,5523.53,0.35,146.71,5171.33
851,19-06-2023,Flash Sale,Social Media,5686,141,4477.44,40,7,5523.53,0.28,639.63,5860.49
852,19-06-2023,Membership Drive,SMS,6374,512,2768.06,84,7,5523.53,0.16,395.44,9936.18
853,19-06-2023,New User Discount,Email,3461,664,2233.06,50,7,5523.53,8.00E-02,319.01,2025.49
854,19-06-2023,Referral Program,Email,9834,473,2410.94,89,7,5523.53,0.19,344.42,7304.83
855,19-06-2023,Weekend Special,Social Media,1418,637,2212.96,22,7,5523.53,3.00E-02,316.14,7017.8
856,20-06-2023,App Push Notification,SMS,4949,923,4548.78,48,6,6870.59,5.00E-02,758.13,2634.61
857,20-06-2023,Category Promotion,Email,9372,725,3041.04,34,6,6870.59,5.00E-02,506.84,4303.25
858,20-06-2023,Email Campaign,App,1686,778,2469.48,44,6,6870.59,6.00E-02,411.58,7043.63
859,20-06-2023,Festival Offer,SMS,6951,300,3874.36,21,6,6870.59,7.00E-02,645.73,6691.67
860,20-06-2023,Flash Sale,App,9651,170,2168.81,21,6,6870.59,0.12,361.47,5077.02
861,20-06-2023,Membership Drive,Social Media,5735,687,2317.7,26,6,6870.59,4.00E-02,386.28,7423.75
862,20-06-2023,New User Discount,Email,6855,768,3923.26,26,6,6870.59,3.00E-02,653.88,4942.03
863,20-06-2023,Referral Program,Social Media,6663,160,1639.02,61,6,6870.59,0.38,273.17,3378.16
864,20-06-2023,Weekend Special,Email,7037,241,3665.15,76,6,6870.59,0.32,610.86,8866.1
865,21-06-2023,App Push Notification,Email,1197,150,3484.97,84,10,13350.72,0.56,348.5,2206.1
866,21-06-2023,Category Promotion,App,7646,689,3296.51,86,10,13350.72,0.12,329.65,3438.95
867,21-06-2023,Email Campaign,Social Media,8890,173,3012.18,81,10,13350.72,0.47,301.22,3745.23
868,21-06-2023,Festival Offer,Social Media,1806,251,2385.87,18,10,13350.72,7.00E-02,238.59,8248.1
869,21-06-2023,Flash Sale,SMS,9045,331,1088.95,65,10,13350.72,0.2,108.9,2003.1
870,21-06-2023,Membership Drive,SMS,5472,926,4757.36,91,10,13350.72,0.1,475.74,3082.33
871,21-06-2023,New User Discount,Social Media,1846,868,4311.02,80,10,13350.72,9.00E-02,431.1,2609.66
872,21-06-2023,Referral Program,Email,4725,765,2107.29,39,10,13350.72,5.00E-02,210.73,3192.44
873,21-06-2023,Weekend Special,App,5125,193,4430.93,24,10,13350.72,0.12,443.09,6893.49
874,22-06-2023,App Push Notification,SMS,8881,756,1363.24,53,3,2846.48,7.00E-02,454.41,3306.94
875,22-06-2023,Category Promotion,Social Media,6947,671,3857.86,44,3,2846.48,7.00E-02,1285.95,5572.35
876,22-06-2023,Email Campaign,App,5278,693,2136.52,37,3,2846.48,5.00E-02,712.17,2636.05
877,22-06-2023,Festival Offer,Email,8393,477,4940.79,50,3,2846.48,0.1,1646.93,3900.96
878,22-06-2023,Flash Sale,Email,9524,781,4819.51,77,3,2846.48,0.1,1606.5,9819.42
879,22-06-2023,Membership Drive,SMS,1205,387,1763.32,59,3,2846.48,0.15,587.77,4707.42
880,22-06-2023,New User Discount,Email,3091,591,2748.32,75,3,2846.48,0.13,916.11,2050.68
881,22-06-2023,Referral Program,SMS,1435,743,4367.37,19,3,2846.48,3.00E-02,1455.79,7128.16
882,22-06-2023,Weekend Special,Social Media,3228,912,3342.97,78,3,2846.48,9.00E-02,1114.32,7083.27
883,23-06-2023,App Push Notification,Email,1206,808,2170.74,91,9,9007.17,0.11,241.19,2661.9
884,23-06-2023,Category Promotion,SMS,1556,207,2592.1,81,9,9007.17,0.39,288.01,5409.91
885,23-06-2023,Email Campaign,App,4656,179,2156.3,77,9,9007.17,0.43,239.59,9559.4
886,23-06-2023,Festival Offer,Social Media,5368,673,1549.99,80,9,9007.17,0.12,172.22,6087.34
887,23-06-2023,Flash Sale,App,5068,891,2854.05,48,9,9007.17,5.00E-02,317.12,3892.11
888,23-06-2023,Membership Drive,SMS,8396,463,3632.55,57,9,9007.17,0.12,403.62,6310.06
889,23-06-2023,New User Discount,Social Media,8851,554,2116.01,48,9,9007.17,9.00E-02,235.11,4058.63
890,23-06-2023,Referral Program,Email,9004,706,4567.8,85,9,9007.17,0.12,507.53,9649.55
891,23-06-2023,Weekend Special,Social Media,8054,449,1913.02,90,9,9007.17,0.2,212.56,7879.92
892,24-06-2023,App Push Notification,App,2547,500,3597.84,80,11,15189.5,0.16,327.08,2329.36
893,24-06-2023,Category Promotion,App,9875,922,3578.95,92,11,15189.5,0.1,325.36,2385.68
894,24-06-2023,Email Campaign,Email,1351,555,1996.55,37,11,15189.5,7.00E-02,181.5,4125.16
895,24-06-2023,Festival Offer,Social Media,8682,698,2502.06,19,11,15189.5,3.00E-02,227.46,2814.65
896,24-06-2023,Flash Sale,Social Media,4742,749,3823.17,78,11,15189.5,0.1,347.56,5749.47
897,24-06-2023,Membership Drive,Social Media,4587,267,1630.61,23,11,15189.5,9.00E-02,148.24,9882.47
898,24-06-2023,New User Discount,App,7099,151,3009.82,24,11,15189.5,0.16,273.62,3368.11
899,24-06-2023,Referral Program,App,3389,926,4236.61,46,11,15189.5,5.00E-02,385.15,7057.23
900,24-06-2023,Weekend Special,Email,4854,245,1521.9,51,11,15189.5,0.21,138.35,6297.75
901,25-06-2023,App Push Notification,Email,2573,355,4220.54,40,3,2710.15,0.11,1406.85,3844.88
902,25-06-2023,Category Promotion,App,4586,872,3170.87,71,3,2710.15,8.00E-02,1056.96,7199.39
903,25-06-2023,Email Campaign,Email,3076,113,2135.49,77,3,2710.15,0.68,711.83,3768.9
904,25-06-2023,Festival Offer,App,8185,839,1748.48,67,3,2710.15,8.00E-02,582.83,9445.97
905,25-06-2023,Flash Sale,Social Media,9170,948,3345.74,88,3,2710.15,9.00E-02,1115.25,8935.63
906,25-06-2023,Membership Drive,SMS,9573,160,4829.63,28,3,2710.15,0.17,1609.88,3353.51
907,25-06-2023,New User Discount,SMS,3774,778,1282.09,94,3,2710.15,0.12,427.36,6543.77
908,25-06-2023,Referral Program,SMS,9632,684,2021.79,67,3,2710.15,0.1,673.93,3508.23
909,25-06-2023,Weekend Special,Email,7330,390,3462.23,90,3,2710.15,0.23,1154.08,2278.46
910,26-06-2023,App Push Notification,Social Media,6655,148,4646.53,38,6,7573.81,0.26,774.42,3329.47
911,26-06-2023,Category Promotion,App,9809,350,1086.76,47,6,7573.81,0.13,181.13,9649.42
912,26-06-2023,Email Campaign,Social Media,7547,913,4190.67,56,6,7573.81,6.00E-02,698.45,5663.62
913,26-06-2023,Festival Offer,Social Media,9200,216,4790.22,55,6,7573.81,0.25,798.37,2185.33
914,26-06-2023,Flash Sale,Social Media,8823,820,2385.18,83,6,7573.81,0.1,397.53,6511.46
915,26-06-2023,Membership Drive,SMS,8846,109,3233.33,25,6,7573.81,0.23,538.89,8845.91
916,26-06-2023,New User Discount,SMS,5474,414,2286.06,79,6,7573.81,0.19,381.01,2178.04
917,26-06-2023,Referral Program,App,6243,770,3157.51,21,6,7573.81,3.00E-02,526.25,9238.64
918,26-06-2023,Weekend Special,SMS,6661,592,1745.93,46,6,7573.81,8.00E-02,290.99,6189.2
919,27-06-2023,App Push Notification,App,5533,669,4350.79,17,12,12902.3,3.00E-02,362.57,8243.49
920,27-06-2023,Category Promotion,Social Media,9683,614,3420.08,84,12,12902.3,0.14,285.01,5970.76
921,27-06-2023,Email Campaign,App,8793,259,1548.43,55,12,12902.3,0.21,129.04,6501.77
922,27-06-2023,Festival Offer,App,5980,281,2393.32,20,12,12902.3,7.00E-02,199.44,6796.97
923,27-06-2023,Flash Sale,Social Media,6499,773,2394,82,12,12902.3,0.11,199.5,7431.7
924,27-06-2023,Membership Drive,Email,7237,874,2119.27,28,12,12902.3,3.00E-02,176.61,8160.47
925,27-06-2023,New User Discount,SMS,7412,508,1017.16,91,12,12902.3,0.18,84.76,6054.02
926,27-06-2023,Referral Program,App,8182,779,1394.41,16,12,12902.3,0.02,116.2,7147.8
927,27-06-2023,Weekend Special,Email,1176,743,1718.37,80,12,12902.3,0.11,143.2,9538.98
928,28-06-2023,App Push Notification,SMS,1427,841,4081.54,79,6,3803.33,9.00E-02,680.26,3219.34
929,28-06-2023,Category Promotion,Email,7688,376,3654.01,19,6,3803.33,5.00E-02,609,3672.23
930,28-06-2023,Email Campaign,SMS,4118,881,2377.31,58,6,3803.33,7.00E-02,396.22,7231.53
931,28-06-2023,Festival Offer,Email,7881,894,2936.12,54,6,3803.33,6.00E-02,489.35,3784.73
932,28-06-2023,Flash Sale,Email,3927,673,1965.36,45,6,3803.33,7.00E-02,327.56,3420.86
933,28-06-2023,Membership Drive,SMS,6066,632,3782.85,26,6,3803.33,4.00E-02,630.48,9562.16
934,28-06-2023,New User Discount,Email,3987,549,4470.49,64,6,3803.33,0.12,745.08,3372.47
935,28-06-2023,Referral Program,SMS,3118,409,3806.92,46,6,3803.33,0.11,634.49,9102.28
936,28-06-2023,Weekend Special,App,1356,209,1627.27,23,6,3803.33,0.11,271.21,7989.47
937,29-06-2023,App Push Notification,Social Media,8988,107,1669.84,12,9,7257.36,0.11,185.54,5948.58
938,29-06-2023,Category Promotion,App,3004,917,1044.49,51,9,7257.36,6.00E-02,116.05,4136.21
939,29-06-2023,Email Campaign,App,8088,576,3982.47,32,9,7257.36,6.00E-02,442.5,2094.12
940,29-06-2023,Festival Offer,Email,1725,938,4294.96,50,9,7257.36,5.00E-02,477.22,4817.69
941,29-06-2023,Flash Sale,App,7398,290,3813.4,78,9,7257.36,0.27,423.71,7667.28
942,29-06-2023,Membership Drive,Social Media,7584,956,3928.8,56,9,7257.36,6.00E-02,436.53,3332.96
943,29-06-2023,New User Discount,App,2819,357,2540.35,95,9,7257.36,0.27,282.26,6163.55
944,29-06-2023,Referral Program,App,6260,502,3484.66,24,9,7257.36,5.00E-02,387.18,2410.8
945,29-06-2023,Weekend Special,Email,8569,435,1373.53,76,9,7257.36,0.17,152.61,7561.33
946,30-06-2023,App Push Notification,App,3158,708,4046.83,62,8,9896.11,9.00E-02,505.85,4435.6
947,30-06-2023,Category Promotion,App,7651,440,2673.38,33,8,9896.11,7.00E-02,334.17,4999.54
948,30-06-2023,Email Campaign,App,2969,370,4646.99,51,8,9896.11,0.14,580.87,9903.43
949,30-06-2023,Festival Offer,Social Media,4977,343,4209.04,39,8,9896.11,0.11,526.13,9701.55
950,30-06-2023,Flash Sale,App,7196,764,1991.59,78,8,9896.11,0.1,248.95,8584.71
951,30-06-2023,Membership Drive,SMS,6950,727,1469.42,75,8,9896.11,0.1,183.68,2881.76
952,30-06-2023,New User Discount,Email,4847,937,2635.82,55,8,9896.11,6.00E-02,329.48,9932.28
953,30-06-2023,Referral Program,Email,3916,717,2413.69,46,8,9896.11,6.00E-02,301.71,7436.89
954,30-06-2023,Weekend Special,SMS,6274,921,3831.34,81,8,9896.11,9.00E-02,478.92,6377.22
955,01-07-2023,App Push Notification,Social Media,6646,766,2477.44,91,8,8956.14,0.12,309.68,8691.84
956,01-07-2023,Category Promotion,App,5943,700,1548.41,46,8,8956.14,7.00E-02,193.55,9849.99
957,01-07-2023,Email Campaign,App,6620,818,2651.22,30,8,8956.14,4.00E-02,331.4,6073.19
958,01-07-2023,Festival Offer,Social Media,5069,987,3150.51,70,8,8956.14,7.00E-02,393.81,7966.59
959,01-07-2023,Flash Sale,App,7902,116,3415.12,54,8,8956.14,0.47,426.89,3633.13
960,01-07-2023,Membership Drive,App,1299,860,1385.92,67,8,8956.14,8.00E-02,173.24,8249.69
961,01-07-2023,New User Discount,Email,3662,797,2843.71,100,8,8956.14,0.13,355.46,4166.3
962,01-07-2023,Referral Program,Social Media,4489,970,4054.05,47,8,8956.14,5.00E-02,506.76,3823.09
963,01-07-2023,Weekend Special,Social Media,8622,524,1215.94,39,8,8956.14,7.00E-02,151.99,4362.77
964,02-07-2023,App Push Notification,Email,5287,342,2873.38,15,11,10073.8,4.00E-02,261.22,9651.04
965,02-07-2023,Category Promotion,App,6251,192,1466.91,52,11,10073.8,0.27,133.36,7482.1
966,02-07-2023,Email Campaign,App,4325,936,3017.79,78,11,10073.8,8.00E-02,274.34,5122.5
967,02-07-2023,Festival Offer,App,5644,640,1462.52,84,11,10073.8,0.13,132.96,5259.36
968,02-07-2023,Flash Sale,Email,1109,749,4853.87,41,11,10073.8,5.00E-02,441.26,3460.4
969,02-07-2023,Membership Drive,Social Media,4902,303,1910.7,49,11,10073.8,0.16,173.7,9706.94
970,02-07-2023,New User Discount,App,7919,622,3055.9,16,11,10073.8,3.00E-02,277.81,6126.38
971,02-07-2023,Referral Program,SMS,8217,259,1959.42,75,11,10073.8,0.29,178.13,8699.83
972,02-07-2023,Weekend Special,SMS,3285,326,2931.88,88,11,10073.8,0.27,266.53,8566.57
973,03-07-2023,App Push Notification,SMS,5772,169,3390.48,70,9,8239.46,0.41,376.72,4986.42
974,03-07-2023,Category Promotion,SMS,7666,516,1754.91,45,9,8239.46,9.00E-02,194.99,2393.24
975,03-07-2023,Email Campaign,SMS,8698,897,1880.52,15,9,8239.46,0.02,208.95,6117.57
976,03-07-2023,Festival Offer,SMS,6115,565,3485.33,93,9,8239.46,0.16,387.26,6150.84
977,03-07-2023,Flash Sale,Email,1802,370,4980.25,19,9,8239.46,5.00E-02,553.36,6913.78
978,03-07-2023,Membership Drive,Email,9437,232,1341.63,40,9,8239.46,0.17,149.07,8415.56
979,03-07-2023,New User Discount,App,5425,343,2328.86,47,9,8239.46,0.14,258.76,7766.52
980,03-07-2023,Referral Program,SMS,4788,997,2636.87,67,9,8239.46,7.00E-02,292.99,8408.7
981,03-07-2023,Weekend Special,Email,8143,406,4694.8,94,9,8239.46,0.23,521.64,4130.98
982,04-07-2023,App Push Notification,Social Media,8273,667,2589.79,19,8,8516.83,3.00E-02,323.72,4291.35
983,04-07-2023,Category Promotion,App,1812,820,1665.23,74,8,8516.83,9.00E-02,208.15,2925.88
984,04-07-2023,Email Campaign,App,7660,156,2689.77,41,8,8516.83,0.26,336.22,4973.65
985,04-07-2023,Festival Offer,SMS,3167,523,2135.12,73,8,8516.83,0.14,266.89,9346.01
986,04-07-2023,Flash Sale,SMS,5250,755,1353.31,19,8,8516.83,3.00E-02,169.16,4084.68
987,04-07-2023,Membership Drive,SMS,9420,701,1695.38,65,8,8516.83,9.00E-02,211.92,2217.26
988,04-07-2023,New User Discount,SMS,8647,189,1521.94,72,8,8516.83,0.38,190.24,8117.54
989,04-07-2023,Referral Program,Email,8468,342,4864.68,94,8,8516.83,0.27,608.09,3537.64
990,04-07-2023,Weekend Special,Email,1539,788,1877.23,93,8,8516.83,0.12,234.65,9041.31
991,05-07-2023,App Push Notification,Social Media,1561,460,4290.31,56,11,12229.99,0.12,390.03,7458.86
992,05-07-2023,Category Promotion,App,8266,394,2904.48,95,11,12229.99,0.24,264.04,7943.16
993,05-07-2023,Email Campaign,Social Media,2710,229,3397.7,77,11,12229.99,0.34,308.88,8539.75
994,05-07-2023,Festival Offer,App,3214,786,2680.09,19,11,12229.99,0.02,243.64,2558.92
995,05-07-2023,Flash Sale,App,5102,436,1549.17,84,11,12229.99,0.19,140.83,6919.42
996,05-07-2023,Membership Drive,Social Media,5109,131,1211.35,37,11,12229.99,0.28,110.12,2649.4
997,05-07-2023,New User Discount,Social Media,7274,900,1477.56,95,11,12229.99,0.11,134.32,2181.85
998,05-07-2023,Referral Program,App,3720,893,3849.71,18,11,12229.99,0.02,349.97,8762.33
999,05-07-2023,Weekend Special,SMS,8387,502,4442.91,66,11,12229.99,0.13,403.9,6389.7
1000,06-07-2023,App Push Notification,Email,6570,274,4673.12,95,8,4996.32,0.35,584.14,7847.89
1001,06-07-2023,Category Promotion,Email,4883,494,3450.1,28,8,4996.32,6.00E-02,431.26,7891.06
1002,06-07-2023,Email Campaign,Email,6344,340,4170.07,80,8,4996.32,0.24,521.26,6627.13
1003,06-07-2023,Festival Offer,SMS,3954,853,1618.02,15,8,4996.32,0.02,202.25,2701.93
1004,06-07-2023,Flash Sale,Email,1532,163,3374.94,38,8,4996.32,0.23,421.87,2111.08
1005,06-07-2023,Membership Drive,Email,7594,302,4612.16,85,8,4996.32,0.28,576.52,9524.85
1006,06-07-2023,New User Discount,SMS,7912,450,1538.03,59,8,4996.32,0.13,192.25,6384.36
1007,06-07-2023,Referral Program,Social Media,7464,876,1392.21,13,8,4996.32,0.01,174.03,3520.83
1008,06-07-2023,Weekend Special,Social Media,3034,156,2072.19,44,8,4996.32,0.28,259.02,2237.18
1009,07-07-2023,App Push Notification,App,3574,850,1787.41,59,8,6630.72,7.00E-02,223.43,8917.64
1010,07-07-2023,Category Promotion,SMS,2247,489,4782.35,27,8,6630.72,6.00E-02,597.79,6806.02
1011,07-07-2023,Email Campaign,Social Media,3775,911,4864.2,35,8,6630.72,4.00E-02,608.03,9444.7
1012,07-07-2023,Festival Offer,App,7863,504,3806.03,17,8,6630.72,3.00E-02,475.75,5042.61
1013,07-07-2023,Flash Sale,Social Media,5149,443,2947.59,12,8,6630.72,3.00E-02,368.45,6465.25
1014,07-07-2023,Membership Drive,Email,4746,604,2052.97,83,8,6630.72,0.14,256.62,9466.22
1015,07-07-2023,New User Discount,Email,3152,784,2896.94,23,8,6630.72,3.00E-02,362.12,8139.03
1016,07-07-2023,Referral Program,SMS,9905,147,3437.15,60,8,6630.72,0.41,429.64,5621.05
1017,07-07-2023,Weekend Special,Social Media,7059,531,3721.46,29,8,6630.72,5.00E-02,465.18,2583.37
1018,08-07-2023,App Push Notification,Email,6549,880,1623.8,48,7,8051.68,5.00E-02,231.97,3241.34
1019,08-07-2023,Category Promotion,Social Media,3529,479,2810.58,67,7,8051.68,0.14,401.51,7165.08
1020,08-07-2023,Email Campaign,Social Media,5516,954,4614.5,85,7,8051.68,9.00E-02,659.21,7033.37
1021,08-07-2023,Festival Offer,App,5606,175,2952.1,48,7,8051.68,0.27,421.73,7487.45
1022,08-07-2023,Flash Sale,SMS,6403,893,1071.64,79,7,8051.68,9.00E-02,153.09,4367.98
1023,08-07-2023,Membership Drive,Email,1903,298,2610.63,32,7,8051.68,0.11,372.95,7130.27
1024,08-07-2023,New User Discount,SMS,3076,862,4472.4,88,7,8051.68,0.1,638.91,5228.62
1025,08-07-2023,Referral Program,Social Media,8529,983,2587.44,61,7,8051.68,6.00E-02,369.63,9390.8
1026,08-07-2023,Weekend Special,Email,6856,994,3506.31,78,7,8051.68,8.00E-02,500.9,3139.73
1027,09-07-2023,App Push Notification,App,3669,123,2880.23,50,10,9446.23,0.41,288.02,8463.22
1028,09-07-2023,Category Promotion,App,5879,696,1391.16,84,10,9446.23,0.12,139.12,3311.49
1029,09-07-2023,Email Campaign,Email,4911,678,4253.24,78,10,9446.23,0.12,425.32,6230.01
1030,09-07-2023,Festival Offer,SMS,8120,966,1820.33,22,10,9446.23,0.02,182.03,7287.29
1031,09-07-2023,Flash Sale,App,7362,136,2794.09,61,10,9446.23,0.45,279.41,8931.99
1032,09-07-2023,Membership Drive,Email,2730,433,4602.22,89,10,9446.23,0.21,460.22,3886.62
1033,09-07-2023,New User Discount,SMS,1775,779,4205.49,24,10,9446.23,3.00E-02,420.55,8473.31
1034,09-07-2023,Referral Program,Email,9759,871,4886.45,89,10,9446.23,0.1,488.65,4480.06
1035,09-07-2023,Weekend Special,App,9659,946,4252.43,51,10,9446.23,5.00E-02,425.24,6647.21
1036,10-07-2023,App Push Notification,Social Media,2914,232,2469.96,45,5,3940.68,0.19,493.99,4725.15
1037,10-07-2023,Category Promotion,Social Media,8228,993,3886.84,83,5,3940.68,8.00E-02,777.37,5196.57
1038,10-07-2023,Email Campaign,SMS,5812,875,3326.03,53,5,3940.68,6.00E-02,665.21,6404.98
1039,10-07-2023,Festival Offer,Social Media,4505,335,2215.29,87,5,3940.68,0.26,443.06,2565.74
1040,10-07-2023,Flash Sale,App,3928,172,3838.58,92,5,3940.68,0.53,767.72,7925.45
1041,10-07-2023,Membership Drive,Email,8221,262,2733.68,14,5,3940.68,5.00E-02,546.74,3848.13
1042,10-07-2023,New User Discount,App,8877,364,4152.65,36,5,3940.68,0.1,830.53,8956.32
1043,10-07-2023,Referral Program,SMS,4809,286,4945.14,44,5,3940.68,0.15,989.03,7950.4
1044,10-07-2023,Weekend Special,Email,2474,318,1258,28,5,3940.68,9.00E-02,251.6,9628.79
1045,11-07-2023,App Push Notification,App,4737,922,1445.99,68,7,9138.37,7.00E-02,206.57,5592.02
1046,11-07-2023,Category Promotion,SMS,2631,337,4370.47,61,7,9138.37,0.18,624.35,5547.84
1047,11-07-2023,Email Campaign,App,9207,219,4363.03,38,7,9138.37,0.17,623.29,4507.69
1048,11-07-2023,Festival Offer,SMS,8022,515,4262.09,74,7,9138.37,0.14,608.87,5994.99
1049,11-07-2023,Flash Sale,App,8128,908,2476.03,15,7,9138.37,0.02,353.72,4180.4
1050,11-07-2023,Membership Drive,Social Media,4746,576,3508.13,53,7,9138.37,9.00E-02,501.16,7355.88
1051,11-07-2023,New User Discount,Email,9767,802,4676.8,87,7,9138.37,0.11,668.11,4823.1
1052,11-07-2023,Referral Program,SMS,2067,976,3649.51,42,7,9138.37,4.00E-02,521.36,5570.34
1053,11-07-2023,Weekend Special,Email,5826,387,3214.92,78,7,9138.37,0.2,459.27,6382.87
1054,12-07-2023,App Push Notification,Email,3554,533,3967.92,68,7,6187.22,0.13,566.85,5040.3
1055,12-07-2023,Category Promotion,Social Media,2426,154,2038.58,83,7,6187.22,0.54,291.23,2045.48
1056,12-07-2023,Email Campaign,Email,2916,469,1847.14,63,7,6187.22,0.13,263.88,5549.8
1057,12-07-2023,Festival Offer,Social Media,9961,475,2162.22,81,7,6187.22,0.17,308.89,7878.03
1058,12-07-2023,Flash Sale,SMS,6937,730,3662.89,74,7,6187.22,0.1,523.27,8203.02
1059,12-07-2023,Membership Drive,App,7982,315,2214.56,67,7,6187.22,0.21,316.37,9071.28
1060,12-07-2023,New User Discount,Social Media,6607,924,4683.64,11,7,6187.22,0.01,669.09,6103.83
1061,12-07-2023,Referral Program,App,2004,301,4868.16,16,7,6187.22,5.00E-02,695.45,9433
1062,12-07-2023,Weekend Special,Social Media,1643,111,1865.19,16,7,6187.22,0.14,266.46,2020.16
1063,13-07-2023,App Push Notification,Email,7293,720,4228.67,59,7,4168.35,8.00E-02,604.1,3596.5
1064,13-07-2023,Category Promotion,App,3531,996,4304.59,80,7,4168.35,8.00E-02,614.94,8202.98
1065,13-07-2023,Email Campaign,SMS,5257,386,2884.06,76,7,4168.35,0.2,412.01,7874.56
1066,13-07-2023,Festival Offer,Social Media,3027,142,3470.92,71,7,4168.35,0.5,495.85,3886.22
1067,13-07-2023,Flash Sale,Social Media,3917,904,4815.28,71,7,4168.35,8.00E-02,687.9,5667.03
1068,13-07-2023,Membership Drive,Social Media,9769,164,1987.75,86,7,4168.35,0.52,283.96,2422.76
1069,13-07-2023,New User Discount,SMS,5279,669,2196.04,31,7,4168.35,5.00E-02,313.72,9389.84
1070,13-07-2023,Referral Program,Email,7325,828,4996.63,89,7,4168.35,0.11,713.8,5116.13
1071,13-07-2023,Weekend Special,Email,6045,921,4797.31,66,7,4168.35,7.00E-02,685.33,7265.5
1072,14-07-2023,App Push Notification,Social Media,3362,986,4260.64,11,7,7905.96,0.01,608.66,3219.45
1073,14-07-2023,Category Promotion,Social Media,3931,754,4332.72,27,7,7905.96,4.00E-02,618.96,6614.49
1074,14-07-2023,Email Campaign,Email,8204,656,3964.53,82,7,7905.96,0.13,566.36,3924.21
1075,14-07-2023,Festival Offer,SMS,5512,553,4142.86,60,7,7905.96,0.11,591.84,4813.64
1076,14-07-2023,Flash Sale,App,1478,673,2062.1,71,7,7905.96,0.11,294.59,4821.1
1077,14-07-2023,Membership Drive,Email,5858,664,3842.09,100,7,7905.96,0.15,548.87,3792.75
1078,14-07-2023,New User Discount,SMS,8196,134,3213.56,97,7,7905.96,0.72,459.08,3250.7
1079,14-07-2023,Referral Program,SMS,4502,141,3196.43,79,7,7905.96,0.56,456.63,2660.05
1080,14-07-2023,Weekend Special,App,8602,958,1964.28,90,7,7905.96,9.00E-02,280.61,4369.61
1081,15-07-2023,App Push Notification,SMS,3753,777,2350.89,64,5,2040.38,8.00E-02,470.18,8812.09
1082,15-07-2023,Category Promotion,Email,4255,619,2276.84,84,5,2040.38,0.14,455.37,9208.86
1083,15-07-2023,Email Campaign,Email,8852,916,4331.7,55,5,2040.38,6.00E-02,866.34,6232.51
1084,15-07-2023,Festival Offer,SMS,9187,761,2159.06,36,5,2040.38,5.00E-02,431.81,8869.57
1085,15-07-2023,Flash Sale,Social Media,7153,317,2016.31,36,5,2040.38,0.11,403.26,9806.44
1086,15-07-2023,Membership Drive,App,9984,226,3533.03,13,5,2040.38,6.00E-02,706.61,8919.7
1087,15-07-2023,New User Discount,SMS,1510,289,1651.71,93,5,2040.38,0.32,330.34,2168.58
1088,15-07-2023,Referral Program,SMS,1221,370,3246.3,100,5,2040.38,0.27,649.26,3523.6
1089,15-07-2023,Weekend Special,Email,8209,122,3370.3,96,5,2040.38,0.79,674.06,3068
1090,16-07-2023,App Push Notification,App,6042,331,4024.46,69,8,7079.03,0.21,503.06,8310.67
1091,16-07-2023,Category Promotion,App,2991,340,4472.45,59,8,7079.03,0.17,559.06,2003.4
1092,16-07-2023,Email Campaign,SMS,4427,361,1865.28,56,8,7079.03,0.16,233.16,7137.2
1093,16-07-2023,Festival Offer,SMS,3426,703,3701.3,86,8,7079.03,0.12,462.66,5150.94
1094,16-07-2023,Flash Sale,Social Media,3018,988,2779.12,89,8,7079.03,9.00E-02,347.39,9178.88
1095,16-07-2023,Membership Drive,App,5548,446,2215.86,68,8,7079.03,0.15,276.98,7047.87
1096,16-07-2023,New User Discount,Email,7454,884,3762.2,96,8,7079.03,0.11,470.28,4249.1
1097,16-07-2023,Referral Program,Social Media,7197,774,3953.95,45,8,7079.03,6.00E-02,494.24,7591.19
1098,16-07-2023,Weekend Special,Email,6477,578,3973.26,85,8,7079.03,0.15,496.66,8902.57
1099,17-07-2023,App Push Notification,Email,3485,429,2118.36,89,6,4439.5,0.21,353.06,4079.88
1100,17-07-2023,Category Promotion,Email,1112,428,3880.69,23,6,4439.5,5.00E-02,646.78,7362.99
1101,17-07-2023,Email Campaign,Social Media,5502,792,3878.63,65,6,4439.5,8.00E-02,646.44,9862.89
1102,17-07-2023,Festival Offer,App,1180,316,2440.55,82,6,4439.5,0.26,406.76,6268.52
1103,17-07-2023,Flash Sale,App,5241,163,3842.32,91,6,4439.5,0.56,640.39,9372.34
1104,17-07-2023,Membership Drive,App,8589,623,3470.65,15,6,4439.5,0.02,578.44,4037.69
1105,17-07-2023,New User Discount,SMS,4971,771,4256.15,41,6,4439.5,5.00E-02,709.36,3786.13
