order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,dwh_create_date
3692405872,41878908,31-07-2023,27:00.0,28:00.0,On Time,941.19,Wallet,36429,5834,05:42.9
8853713324,58505903,07-08-2023,11:04.0,06:04.0,On Time,1163.18,Card,72198,3535,05:42.9
979766779,57081917,23-04-2024,17:29.0,18:29.0,On Time,2428.41,Card,55258,7125,05:42.9
5709672475,16543242,14-08-2023,48:24.0,43:24.0,On Time,895.76,UPI,12442,5734,05:42.9
3855709201,13651980,23-04-2024,36:51.0,51:51.0,Slightly Delayed,1013.9,UPI,78393,905,05:42.9
6861065282,57523973,18-08-2023,54:22.0,08:22.0,Slightly Delayed,310.69,UPI,70502,7053,05:42.9
7919724613,81200164,21-03-2023,44:10.0,54:10.0,Slightly Delayed,2379.82,Cash,4767,7184,05:42.9
7882742057,32293017,26-07-2024,51:14.0,46:14.0,On Time,612.04,Card,60422,5819,05:42.9
1929002406,67538982,25-12-2023,49:52.0,46:52.0,On Time,2088.54,Cash,6504,999,05:42.9
2458349464,99714944,06-04-2023,50:21.0,50:21.0,On Time,888.12,Wallet,92293,3079,05:42.9
6608328221,76020843,04-07-2023,47:23.0,50:23.0,On Time,2880.22,Cash,43351,5951,05:42.9
7736615348,84161531,06-12-2023,15:03.0,13:03.0,On Time,2063.11,Wallet,67076,5792,05:42.9
2591738507,14705462,31-10-2024,50:44.0,48:44.0,On Time,4675.99,Card,76434,9640,05:42.9
6751537971,98444183,19-07-2024,23:25.0,24:25.0,On Time,307.23,Card,33447,3219,05:42.9
9768154003,88045094,23-01-2024,10:24.0,38:24.0,Significantly Delayed,697.53,UPI,14323,368,05:42.9
5887288860,40587811,01-03-2024,35:19.0,32:19.0,On Time,3395.38,Cash,90694,1299,05:42.9
3559865135,66310963,07-01-2024,21:40.0,31:40.0,Slightly Delayed,2680.81,Wallet,90401,4783,05:42.9
209044447,2058037,05-10-2024,22:57.0,24:57.0,On Time,1039.47,Cash,79837,3068,05:42.9
9643668734,34835738,18-05-2024,17:12.0,38:12.0,Significantly Delayed,2292.32,Wallet,79734,3860,05:42.9
6115465612,12338529,28-09-2023,57:47.0,55:47.0,On Time,3025.66,Wallet,57658,4157,05:42.9
8493723088,20238921,30-12-2023,36:00.0,35:00.0,On Time,2918.27,Cash,98580,8268,05:42.9
6392024503,75640174,05-09-2023,05:56.0,05:56.0,On Time,4108.93,Wallet,10391,4001,05:42.9
9863468109,73363613,28-01-2024,29:04.0,33:04.0,On Time,1394.71,UPI,44564,2857,05:42.9
5448628635,21658322,07-05-2023,31:59.0,35:59.0,On Time,545.35,Wallet,36280,9724,05:42.9
3329455953,31371112,01-03-2024,59:55.0,02:55.0,On Time,2339.17,Card,8271,1848,05:42.9
3584190892,60974181,17-10-2023,41:37.0,46:37.0,On Time,160.07,UPI,44526,7311,05:42.9
9097056321,16424635,08-04-2024,07:28.0,05:28.0,On Time,2739.54,Card,26978,1740,05:42.9
525741957,88866835,03-05-2023,28:45.0,28:45.0,On Time,3048.43,UPI,28414,7772,05:42.9
5387395051,37095171,18-09-2024,05:17.0,18:17.0,Slightly Delayed,1188.35,Cash,63460,8767,05:42.9
6799246060,6245778,06-11-2023,25:47.0,21:47.0,On Time,764.18,Wallet,84316,5394,05:42.9
8986314607,11047835,30-08-2024,05:42.0,07:42.0,On Time,3422.97,Cash,72548,4805,05:42.9
1085912198,93198324,21-03-2023,05:08.0,00:08.0,On Time,4058.84,Cash,45229,5110,05:42.9
3423328091,18935489,24-09-2023,54:59.0,52:59.0,On Time,1013.23,UPI,87845,477,05:42.9
9848366909,34281470,06-11-2023,58:42.0,07:42.0,Slightly Delayed,3636.32,Card,73787,1424,05:42.9
936021770,79960955,02-02-2024,12:39.0,15:39.0,On Time,2272.86,UPI,2107,9738,05:42.9
8916215165,49806393,08-08-2023,45:27.0,44:27.0,On Time,3939.8,Wallet,3089,1629,05:42.9
389558867,8375298,12-09-2023,23:47.0,24:47.0,On Time,212.14,Cash,23492,8488,05:42.9
7616883530,16410155,05-09-2023,03:10.0,03:10.0,On Time,2182.8,Card,75823,6202,05:42.9
3851744248,61763552,30-04-2023,37:50.0,42:50.0,On Time,3985.16,Wallet,82050,9945,05:42.9
4953665655,14428954,16-01-2024,36:13.0,01:13.0,Significantly Delayed,1570.97,Cash,95729,789,05:42.9
962864152,24357425,19-07-2024,55:56.0,50:56.0,On Time,1662.02,Card,58963,2048,05:42.9
923668833,47125914,12-05-2023,26:40.0,25:40.0,On Time,1599.98,Card,48623,9443,05:42.9
4022122330,33871107,04-12-2023,42:48.0,57:48.0,Slightly Delayed,4022.8,UPI,76472,7115,05:42.9
4564846800,79764458,10-08-2023,12:51.0,26:51.0,Slightly Delayed,2989.97,UPI,41373,9995,05:42.9
690652905,75289676,24-04-2024,24:57.0,25:57.0,On Time,3539.79,Cash,24116,8496,05:42.9
716741661,43052303,15-10-2024,44:15.0,46:15.0,On Time,3850.67,UPI,24941,3076,05:42.9
6575532281,44149982,25-03-2024,15:48.0,39:48.0,Significantly Delayed,1220.66,Wallet,43140,858,05:42.9
7486807731,71189232,13-12-2023,40:08.0,58:08.0,Significantly Delayed,4142.77,UPI,58099,1667,05:42.9
9721870982,79919160,12-11-2023,24:16.0,20:16.0,On Time,1339.43,Cash,12717,2789,05:42.9
8105823343,16400639,15-10-2023,10:25.0,28:25.0,Significantly Delayed,3202.58,Card,10154,2045,05:42.9
7113554979,19180962,27-11-2023,21:09.0,22:09.0,On Time,127.16,Card,60033,4421,05:42.9
507373134,95269737,23-10-2024,07:34.0,21:34.0,Slightly Delayed,4731.51,UPI,79937,9622,05:42.9
4674132573,98444183,21-10-2024,27:16.0,51:16.0,Significantly Delayed,2350.69,UPI,44189,7503,05:42.9
487395969,93924203,13-12-2023,45:31.0,43:31.0,On Time,2619.2,Card,10746,8364,05:42.9
3962007460,93458307,31-07-2024,47:21.0,06:21.0,Significantly Delayed,1119.19,UPI,87494,5430,05:42.9
2272882287,25641500,12-07-2024,21:58.0,30:58.0,Slightly Delayed,3442.64,Card,92563,2742,05:42.9
4426246696,88923048,22-11-2023,51:31.0,56:31.0,On Time,1763.53,Wallet,97040,6604,05:42.9
1714709914,86067293,10-09-2024,54:01.0,54:01.0,On Time,3458.06,UPI,39465,5991,05:42.9
3159133564,81541985,05-08-2023,56:09.0,01:09.0,On Time,1824.8,Cash,3774,3571,05:42.9
4531739740,98088303,24-06-2024,28:18.0,27:18.0,On Time,1748.85,Card,2730,8908,05:42.9
3158981349,92038780,25-10-2023,02:16.0,58:16.0,On Time,524.67,UPI,64734,8618,05:42.9
1789010378,81533356,28-07-2023,27:23.0,23:23.0,On Time,2506.08,UPI,62408,8377,05:42.9
705203916,58929595,04-08-2024,07:03.0,17:03.0,Slightly Delayed,2686.57,Wallet,51498,3027,05:42.9
7255510932,62526813,06-08-2024,40:44.0,43:44.0,On Time,2241.22,UPI,75343,2875,05:42.9
1991167685,37309023,02-03-2024,42:21.0,42:21.0,On Time,123.74,Card,97004,5917,05:42.9
5103721089,5135207,21-08-2023,44:07.0,51:07.0,Slightly Delayed,4045.22,UPI,48344,7585,05:42.9
9674006557,60561655,02-05-2023,24:57.0,20:57.0,On Time,4406.9,Cash,74578,5795,05:42.9
1073466441,42465414,30-05-2023,23:42.0,34:42.0,Slightly Delayed,632.43,UPI,46168,8737,05:42.9
5407006470,95364457,24-05-2024,08:37.0,12:37.0,On Time,1748.85,Card,72572,204,05:42.9
747347782,6398761,25-04-2023,56:32.0,58:32.0,On Time,3048.42,Card,88192,9306,05:42.9
8554063149,5039883,09-06-2024,37:22.0,53:22.0,Significantly Delayed,2713.89,Cash,61925,5696,05:42.9
4855215470,21573815,31-03-2024,03:38.0,02:38.0,On Time,3499.44,Wallet,41692,3445,05:42.9
5008998072,26245432,05-01-2024,30:09.0,26:09.0,On Time,4861.34,Wallet,68214,1831,05:42.9
9696466906,40434527,01-05-2024,46:23.0,51:23.0,On Time,2085.85,Wallet,22128,504,05:42.9
7189534591,6291143,18-08-2023,27:56.0,23:56.0,On Time,3354.47,Cash,89782,1239,05:42.9
9965941354,82286725,13-11-2023,13:32.0,29:32.0,Significantly Delayed,625.45,Card,10750,9546,05:42.9
1275232752,83304571,24-08-2023,46:20.0,50:20.0,On Time,422.23,UPI,80057,9761,05:42.9
343479370,5043760,03-05-2024,55:40.0,59:40.0,On Time,1820.87,Cash,63936,4894,05:42.9
2485933387,21573815,10-07-2024,45:21.0,46:21.0,On Time,1489.6,UPI,91595,5729,05:42.9
6735843326,52085702,24-10-2024,53:04.0,00:04.0,Slightly Delayed,3348.38,UPI,42373,6190,05:42.9
6384313098,47295676,07-12-2023,43:53.0,51:53.0,Slightly Delayed,3180.96,Card,33058,1995,05:42.9
1022032613,59436131,10-12-2023,35:59.0,34:59.0,On Time,2830.88,Card,20565,2314,05:42.9
8026892264,93341057,24-09-2023,25:07.0,29:07.0,On Time,3867.59,Cash,34461,8942,05:42.9
7158825499,63571453,14-04-2024,47:07.0,47:07.0,On Time,1275.88,Wallet,32726,6206,05:42.9
5327013494,89418072,18-04-2024,29:55.0,37:55.0,Slightly Delayed,968.65,Wallet,99300,1387,05:42.9
1002526452,97475543,31-07-2023,29:05.0,33:05.0,On Time,5001.82,Cash,56579,852,05:42.9
4650525854,71694275,17-01-2024,12:53.0,39:53.0,Significantly Delayed,209.59,Cash,17326,7455,05:42.9
6260291784,75038062,08-07-2024,40:57.0,44:57.0,On Time,359.98,Cash,11624,365,05:42.9
1884314278,15534747,15-09-2023,57:07.0,01:07.0,On Time,847.01,Card,32462,979,05:42.9
7074219396,36737539,04-05-2024,28:12.0,39:12.0,Slightly Delayed,1474.63,UPI,80741,3890,05:42.9
807183459,76212152,05-09-2023,12:41.0,18:41.0,Slightly Delayed,3111.71,Wallet,23145,4336,05:42.9
598539940,76970363,28-07-2023,45:14.0,41:14.0,On Time,2753.61,Wallet,71176,2514,05:42.9
427702490,71607166,20-01-2024,44:03.0,43:03.0,On Time,891.72,Wallet,82652,3710,05:42.9
955844536,4597433,29-03-2023,19:35.0,22:35.0,On Time,2719.11,UPI,35124,1207,05:42.9
5397640599,2684440,24-05-2024,13:10.0,16:10.0,On Time,720.95,Card,61581,6297,05:42.9
3451246886,36774480,22-05-2024,42:46.0,38:46.0,On Time,2937.69,UPI,17814,1620,05:42.9
8487733248,12500465,26-04-2023,50:26.0,19:26.0,Significantly Delayed,778.9,Wallet,39978,311,05:42.9
2921621434,41194825,17-08-2023,10:25.0,15:25.0,On Time,1380.46,UPI,58563,7990,05:42.9
4757133884,34655710,03-08-2024,11:39.0,15:39.0,On Time,123.74,UPI,38740,2289,05:42.9
1793847102,93563435,09-09-2024,12:04.0,10:04.0,On Time,1760.2,Cash,63715,4170,05:42.9
6197760573,5763963,27-03-2023,06:31.0,04:31.0,On Time,1233.03,Card,34868,939,05:42.9
6818660907,38420886,10-07-2024,15:05.0,11:05.0,On Time,1228.81,Card,81901,6281,05:42.9
7807587130,74174956,11-12-2023,34:26.0,32:26.0,On Time,2515.16,Card,4160,9094,05:42.9
4540563647,79257353,14-05-2023,19:58.0,22:58.0,On Time,582.87,Card,17669,8238,05:42.9
2480913332,95912198,16-10-2023,30:53.0,00:53.0,Significantly Delayed,3394.38,Cash,86820,616,05:42.9
5735481292,85907588,17-06-2024,00:28.0,17:28.0,Significantly Delayed,2015.59,UPI,75148,4445,05:42.9
7112326373,46848302,13-05-2023,34:17.0,30:17.0,On Time,3624.08,Cash,63548,5870,05:42.9
614274161,10240052,27-09-2023,22:29.0,25:29.0,On Time,264.89,Cash,22704,8724,05:42.9
5512258335,1469696,23-03-2024,30:43.0,30:43.0,On Time,242.57,Cash,10688,4082,05:42.9
1214757247,46675763,06-09-2023,01:49.0,58:49.0,On Time,3474.87,Card,57089,9274,05:42.9
4211686231,66354642,09-06-2023,10:26.0,08:26.0,On Time,4088.63,Cash,18758,1748,05:42.9
5288088590,9314637,22-12-2023,16:54.0,17:54.0,On Time,2440.09,Wallet,37879,6865,05:42.9
1193525681,60399360,17-09-2024,28:49.0,29:49.0,On Time,1845.59,Wallet,91249,2182,05:42.9
5132095929,96373206,29-06-2024,21:38.0,30:38.0,Slightly Delayed,4864.21,Card,96312,6435,05:42.9
7703144556,31328762,21-12-2023,07:15.0,28:15.0,Significantly Delayed,5086.05,Cash,67233,9043,05:42.9
6786199145,21701991,04-09-2024,17:43.0,13:43.0,On Time,965.78,Cash,82010,9698,05:42.9
2463627380,24644542,03-08-2024,15:53.0,15:53.0,On Time,2378.62,UPI,20216,4889,05:42.9
6331115638,99729547,15-07-2023,18:21.0,13:21.0,On Time,4180.33,Cash,69994,4236,05:42.9
9212312136,6959437,06-12-2023,44:00.0,56:00.0,Slightly Delayed,517.03,UPI,33363,6109,05:42.9
6788500162,48033969,10-07-2024,42:46.0,55:46.0,Slightly Delayed,329.79,Wallet,97174,2229,05:42.9
2166421384,85218071,18-05-2024,55:45.0,03:45.0,Slightly Delayed,1861.47,Cash,52405,1730,05:42.9
2744509800,69276352,31-08-2023,21:20.0,22:20.0,On Time,98.32,Cash,21797,7252,05:42.9
8806260669,15631726,17-10-2023,19:52.0,46:52.0,Significantly Delayed,275.03,UPI,37678,4955,05:42.9
7773287963,93563435,22-03-2023,29:29.0,34:29.0,On Time,3262.86,Wallet,19710,4225,05:42.9
8153845667,30192942,09-08-2024,58:33.0,55:33.0,On Time,4095.5,Wallet,62899,3671,05:42.9
8345887091,54145987,13-10-2024,40:55.0,44:55.0,On Time,2193.68,Wallet,52252,8412,05:42.9
6638429050,75739462,18-09-2024,48:35.0,52:35.0,On Time,2413.79,Cash,61637,7135,05:42.9
4132900691,42262168,11-09-2024,04:34.0,11:34.0,Slightly Delayed,2615.9,Card,91813,3325,05:42.9
2119346062,18259715,03-07-2023,58:21.0,54:21.0,On Time,217.4,Cash,62669,7453,05:42.9
689310626,69416782,01-10-2024,23:45.0,37:45.0,Slightly Delayed,1868.3,Cash,42464,9373,05:42.9
9246993674,21701991,10-11-2023,53:03.0,06:03.0,Slightly Delayed,874.28,Card,40297,7248,05:42.9
2282234185,94706375,14-07-2024,55:34.0,52:34.0,On Time,2600.22,Wallet,5912,7104,05:42.9
9697170386,48776805,07-10-2024,42:41.0,37:41.0,On Time,2391.01,Wallet,88029,84,05:42.9
6376147802,60495351,16-07-2024,37:19.0,51:19.0,Slightly Delayed,197.39,Cash,83140,6373,05:42.9
7415158732,30192942,05-01-2024,15:50.0,32:50.0,Significantly Delayed,3310.78,Card,7676,6551,05:42.9
343300311,37095171,04-08-2024,37:23.0,43:23.0,Slightly Delayed,2120.74,Wallet,90807,9607,05:42.9
3922539531,10048910,24-09-2024,54:04.0,54:04.0,On Time,1858.86,UPI,92783,7568,05:42.9
7634516705,2058037,15-10-2023,56:27.0,01:27.0,On Time,2803.07,UPI,57257,8148,05:42.9
8731122718,50572914,23-04-2023,56:37.0,09:37.0,Slightly Delayed,1980.68,Card,86271,1633,05:42.9
9471236505,5540556,05-10-2024,12:10.0,35:10.0,Significantly Delayed,2872.87,Cash,81145,3786,05:42.9
9497014025,79764458,03-11-2024,01:42.0,14:42.0,Slightly Delayed,1475.14,Wallet,52244,7713,05:42.9
592358946,54952806,22-08-2024,14:12.0,17:12.0,On Time,2564.32,Card,90258,6235,05:42.9
9680783354,20517871,09-04-2023,11:19.0,11:19.0,On Time,4361.99,Cash,42017,7329,05:42.9
6109792602,20148223,13-09-2023,16:51.0,19:51.0,On Time,2711.74,UPI,97828,2636,05:42.9
2734817654,6184558,12-04-2023,51:01.0,48:01.0,On Time,3676.83,Wallet,46050,5492,05:42.9
6380542008,76917159,08-06-2023,49:20.0,48:20.0,On Time,3087.38,UPI,77591,9709,05:42.9
4784760589,97111069,21-03-2024,17:41.0,14:41.0,On Time,1639.04,Wallet,86412,12,05:42.9
1577703194,25641500,28-04-2024,48:49.0,46:49.0,On Time,1072.62,Card,52523,4312,05:42.9
6758737749,70363568,26-10-2023,05:58.0,08:58.0,On Time,2635.52,UPI,51417,1458,05:42.9
4081640450,97557157,16-03-2024,16:58.0,20:58.0,On Time,1137.59,UPI,87928,6693,05:42.9
9258266990,76512976,31-03-2024,05:47.0,05:47.0,On Time,503.05,Wallet,96885,708,05:42.9
2109410707,19741509,07-08-2024,27:41.0,27:41.0,On Time,5477.53,Wallet,13085,1837,05:42.9
576022547,31681710,07-04-2024,09:50.0,05:50.0,On Time,4924.66,Card,66178,3028,05:42.9
2106943908,27604184,28-01-2024,03:04.0,00:04.0,On Time,1032.4,Cash,33162,8901,05:42.9
6541281594,51812283,18-11-2023,43:04.0,53:04.0,Slightly Delayed,486.28,Wallet,45396,5063,05:42.9
2664220988,92091019,05-05-2023,38:41.0,39:41.0,On Time,3117.45,Card,78144,2504,05:42.9
493514666,12141418,20-11-2023,17:29.0,23:29.0,Slightly Delayed,1421.52,Wallet,5754,1953,05:42.9
9658669384,29664214,06-09-2023,41:00.0,37:00.0,On Time,764.69,UPI,38162,3047,05:42.9
8765283513,21461764,23-02-2024,18:21.0,42:21.0,Significantly Delayed,1738.07,Cash,3995,1948,05:42.9
6421427812,21948041,05-10-2023,33:20.0,36:20.0,On Time,4518.73,UPI,72973,970,05:42.9
4467093205,8025622,24-10-2023,49:26.0,50:26.0,On Time,1067.68,UPI,61809,7763,05:42.9
7560862152,34755436,15-04-2023,05:53.0,07:53.0,On Time,1409.57,UPI,91464,3002,05:42.9
8218080678,53538932,04-05-2024,10:03.0,40:03.0,Significantly Delayed,4113.75,Cash,47082,8276,05:42.9
8196173573,59110513,17-07-2024,36:30.0,53:30.0,Significantly Delayed,2030.37,Wallet,50964,2767,05:42.9
1174856327,10855630,16-06-2024,39:53.0,49:53.0,Slightly Delayed,2279.72,UPI,32165,6059,05:42.9
9754365788,17805991,02-12-2023,45:02.0,49:02.0,On Time,532.57,Cash,65577,591,05:42.9
8398774908,90448312,26-02-2024,54:25.0,58:25.0,On Time,186.08,Wallet,61857,9103,05:42.9
626433439,41640262,17-02-2024,47:34.0,45:34.0,On Time,4972.56,UPI,35365,2862,05:42.9
3097299525,80862136,12-10-2023,41:57.0,42:57.0,On Time,530.85,Wallet,3839,3803,05:42.9
5367488413,18113428,12-12-2023,08:42.0,09:42.0,On Time,3863.99,UPI,40803,2328,05:42.9
3700795655,47515046,10-06-2023,47:56.0,46:56.0,On Time,704.1,Card,72145,9435,05:42.9
3161904185,82374625,13-01-2024,36:11.0,37:11.0,On Time,1241.11,Wallet,8553,3978,05:42.9
8149944548,16436359,24-07-2024,24:04.0,29:04.0,On Time,3094.56,Cash,18686,1525,05:42.9
4961830447,3408982,06-09-2024,50:17.0,55:17.0,On Time,2369.49,UPI,18510,1475,05:42.9
613578154,53974737,03-08-2024,02:31.0,15:31.0,Slightly Delayed,3210.52,Cash,76149,6192,05:42.9
2582466700,65368179,10-09-2024,25:12.0,32:12.0,Slightly Delayed,976.55,Wallet,73868,1151,05:42.9
3840910839,77869660,10-09-2023,11:37.0,24:37.0,Slightly Delayed,1732.44,Wallet,90827,7541,05:42.9
399559401,84456355,01-11-2023,35:58.0,02:58.0,Significantly Delayed,3474.58,UPI,54586,7190,05:42.9
4037817241,48716374,19-12-2023,00:46.0,09:46.0,Slightly Delayed,1385.27,Wallet,21197,5518,05:42.9
582598096,75213636,27-10-2023,25:55.0,26:55.0,On Time,1296.1,UPI,7481,2347,05:42.9
9218060399,80286283,25-10-2024,46:30.0,45:30.0,On Time,4320.63,Card,64460,5212,05:42.9
6650174202,14255231,10-07-2023,41:39.0,38:39.0,On Time,5263.87,UPI,54603,7523,05:42.9
2715902884,67711384,27-08-2024,46:14.0,41:14.0,On Time,4064.39,UPI,79144,2786,05:42.9
7957986242,69761993,10-12-2023,58:31.0,59:31.0,On Time,2007.76,Card,27358,3876,05:42.9
7148568995,30447453,06-04-2023,55:41.0,15:41.0,Significantly Delayed,1296.49,UPI,72059,7569,05:42.9
670358911,20834589,21-12-2023,20:05.0,16:05.0,On Time,4368.88,Card,46172,8511,05:42.9
6098277214,46876240,22-03-2023,53:16.0,51:16.0,On Time,3510.24,Wallet,79553,1643,05:42.9
4621664126,5386246,17-07-2024,25:28.0,37:28.0,Slightly Delayed,2834.89,Wallet,26442,1464,05:42.9
6336460663,95018817,28-08-2023,00:04.0,10:04.0,Slightly Delayed,2094.1,UPI,67600,5377,05:42.9
909027635,77214094,24-06-2023,53:32.0,12:32.0,Significantly Delayed,2667.33,Cash,26723,1141,05:42.9
2854202683,23081177,18-10-2023,19:41.0,27:41.0,Slightly Delayed,5105.99,Card,32711,9411,05:42.9
7936387697,36998375,29-03-2023,44:50.0,46:50.0,On Time,3584.24,Card,66425,3840,05:42.9
8337736091,66768157,04-04-2024,52:20.0,56:20.0,On Time,3301.22,Cash,43777,189,05:42.9
4404350734,57892837,16-01-2024,03:01.0,27:01.0,Significantly Delayed,1946.25,Card,84786,7014,05:42.9
6565246127,12455156,18-05-2024,17:10.0,14:10.0,On Time,821.95,UPI,95850,8560,05:42.9
3494650073,49806393,03-03-2024,21:45.0,20:45.0,On Time,959.08,Card,39392,8628,05:42.9
1920923798,71189232,01-05-2024,58:34.0,53:34.0,On Time,887.48,UPI,52231,3162,05:42.9
5069524975,90246977,24-07-2024,31:16.0,36:16.0,On Time,517.77,Cash,36149,2046,05:42.9
3873368520,53392567,04-10-2023,34:42.0,32:42.0,On Time,3741.7,UPI,38324,7958,05:42.9
3111414152,56195475,01-08-2024,29:37.0,27:37.0,On Time,2560.91,Card,60058,2162,05:42.9
7104489974,47618810,28-06-2023,12:05.0,10:05.0,On Time,3690.39,Cash,69094,2635,05:42.9
3211566084,45383958,24-02-2024,21:37.0,18:37.0,On Time,1460.67,Card,63791,8701,05:42.9
2416717644,11493300,12-09-2023,41:43.0,47:43.0,Slightly Delayed,4066.1,Wallet,50707,7211,05:42.9
4535670244,22210238,17-05-2024,20:08.0,15:08.0,On Time,2266.44,Wallet,93707,3944,05:42.9
7309958460,3282647,20-01-2024,08:17.0,22:17.0,Slightly Delayed,418.48,Wallet,96501,2127,05:42.9
9996182478,39976965,18-04-2023,30:06.0,30:06.0,On Time,340.36,UPI,48495,2861,05:42.9
2231942521,15931134,24-12-2023,43:15.0,09:15.0,Significantly Delayed,2575.76,Wallet,62672,2594,05:42.9
554028972,3421258,26-09-2023,00:32.0,04:32.0,On Time,1183.85,Wallet,2944,3008,05:42.9
8756001290,85340038,06-05-2023,54:11.0,49:11.0,On Time,2600.2,UPI,69588,6634,05:42.9
8047899303,11254582,28-09-2023,00:21.0,00:21.0,On Time,1028.26,UPI,48899,757,05:42.9
9720683332,87641623,23-06-2024,36:46.0,33:46.0,On Time,1692.04,Card,95640,3258,05:42.9
218670241,70220141,07-06-2023,38:10.0,54:10.0,Significantly Delayed,497.09,UPI,92976,5323,05:42.9
1382880255,94078407,11-08-2024,43:47.0,48:47.0,On Time,2410.88,Card,88383,3709,05:42.9
332975964,99824171,21-09-2023,52:40.0,11:40.0,Significantly Delayed,2545.55,Cash,69991,9477,05:42.9
2638683222,2457734,30-10-2024,38:47.0,43:47.0,On Time,887.48,Card,3648,2769,05:42.9
9150146711,54923640,29-04-2024,35:35.0,40:35.0,On Time,2357.91,Wallet,30271,4316,05:42.9
1553626879,6579892,26-10-2024,49:25.0,54:25.0,On Time,4260.55,UPI,72392,284,05:42.9
9271384187,67749649,28-11-2023,42:12.0,47:12.0,On Time,3778.41,Card,70464,7338,05:42.9
1409544327,86444757,13-07-2024,34:13.0,39:13.0,On Time,1892.02,Wallet,69320,8983,05:42.9
637100019,62868582,23-10-2023,34:24.0,36:24.0,On Time,2537.11,Wallet,76292,7033,05:42.9
186083059,67829645,01-07-2024,32:07.0,36:07.0,On Time,1855.64,Wallet,1807,6265,05:42.9
1804073530,10048910,19-06-2024,43:06.0,41:06.0,On Time,2824.36,UPI,59672,3590,05:42.9
5291430311,75081265,19-10-2023,14:56.0,41:56.0,Significantly Delayed,1993.93,Cash,95600,5941,05:42.9
6947225582,89051578,03-04-2024,58:01.0,55:01.0,On Time,475.04,Cash,86451,7428,05:42.9
5710643134,38420886,16-04-2023,16:10.0,44:10.0,Significantly Delayed,634.18,Card,8691,443,05:42.9
8329733630,46717997,04-03-2024,04:58.0,11:58.0,Slightly Delayed,1816.98,Cash,11186,4453,05:42.9
6772651293,27049432,15-12-2023,50:13.0,51:13.0,On Time,1303.9,UPI,56773,6405,05:42.9
581212790,21461764,29-06-2024,03:32.0,11:32.0,Slightly Delayed,3835.87,Wallet,48586,5239,05:42.9
4766571706,71176678,05-05-2023,00:23.0,11:23.0,Slightly Delayed,397.68,Card,97889,9452,05:42.9
9961298199,37926207,27-11-2023,33:52.0,29:52.0,On Time,2762.95,Wallet,21653,4313,05:42.9
8102675591,51119088,03-02-2024,00:53.0,13:53.0,Slightly Delayed,609.82,UPI,88871,910,05:42.9
604050223,29689766,18-04-2024,23:01.0,22:01.0,On Time,918.58,Card,19260,3993,05:42.9
782327552,45586151,07-07-2023,10:54.0,12:54.0,On Time,2751.67,Cash,96347,36,05:42.9
6156638188,70589930,17-03-2023,15:05.0,22:05.0,Slightly Delayed,2569.47,Card,69037,2280,05:42.9
6475299855,5238055,13-10-2023,19:45.0,24:45.0,On Time,3096.82,Cash,18820,2010,05:42.9
689110145,84161531,03-05-2023,56:48.0,17:48.0,Significantly Delayed,1235.24,UPI,22197,7768,05:42.9
2785467351,59009727,12-05-2024,36:57.0,51:57.0,Slightly Delayed,2848.42,Wallet,17432,4300,05:42.9
7188270379,86487478,15-04-2024,30:27.0,36:27.0,Slightly Delayed,5245.33,UPI,55032,6350,05:42.9
9209192342,42227189,05-03-2024,06:05.0,16:05.0,Slightly Delayed,679.28,UPI,23219,984,05:42.9
3193016310,58115779,02-12-2023,29:03.0,50:03.0,Significantly Delayed,803.12,Cash,11489,9359,05:42.9
9743228131,34839913,09-07-2024,58:54.0,59:54.0,On Time,4156.96,UPI,82266,7677,05:42.9
4417542973,84937877,23-08-2024,11:24.0,11:24.0,On Time,2434.22,Card,38726,9068,05:42.9
3065857200,82359623,26-06-2024,54:03.0,57:03.0,On Time,4340.64,Cash,21536,551,05:42.9
6994732191,35278126,24-07-2023,37:55.0,47:55.0,Slightly Delayed,4027.04,Card,25109,9762,05:42.9
7663189769,85006599,01-08-2023,55:29.0,18:29.0,Significantly Delayed,368.54,Card,50493,5387,05:42.9
5012619147,66130660,03-05-2023,21:16.0,50:16.0,Significantly Delayed,1861.22,Card,9915,6333,05:42.9
7456088789,36737539,09-04-2023,16:59.0,21:59.0,On Time,3073.92,Wallet,72015,6143,05:42.9
3270559373,13604883,19-03-2023,45:27.0,51:27.0,Slightly Delayed,2266.96,Cash,81866,2056,05:42.9
4703798183,21597477,23-12-2023,05:16.0,15:16.0,Slightly Delayed,3135.96,Cash,75874,1584,05:42.9
3968840556,93723634,09-09-2024,22:16.0,27:16.0,On Time,3002.12,UPI,31983,7173,05:42.9
2331647373,84848018,11-08-2023,41:20.0,46:20.0,On Time,1263.26,Cash,34574,9713,05:42.9
6683347454,34697768,25-05-2023,38:36.0,48:36.0,Slightly Delayed,3293.03,Wallet,86987,3592,05:42.9
5710259220,17287733,15-04-2023,46:40.0,50:40.0,On Time,3128.46,Wallet,87697,670,05:42.9
9871546057,39418109,12-05-2024,54:53.0,50:53.0,On Time,976.19,UPI,951,3643,05:42.9
5459704311,47295676,01-12-2023,50:33.0,53:33.0,On Time,1092.66,UPI,54075,5461,05:42.9
3426702134,50229203,23-08-2024,12:45.0,22:45.0,Slightly Delayed,217.4,Card,4336,1126,05:42.9
