order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed,dwh_create_date
3606274277,83884,57:04.0,53:04.0,0,3.95,On Time,Not Applicable,05:43.1
2065203676,34566,47:36.0,52:36.0,5,3.91,Slightly Delayed,Traffic,05:43.1
4042066387,33983,15:09.0,23:09.0,8,4.43,Slightly Delayed,Traffic,05:43.1
3604982656,87446,23:31.0,31:31.0,8,3.17,Slightly Delayed,Traffic,05:43.1
1149676745,84700,29:01.0,29:01.0,0,1.02,On Time,Not Applicable,05:43.1
3895011687,81696,56:44.0,01:44.0,5,4.37,Slightly Delayed,Traffic,05:43.1
772505056,3187,20:54.0,17:54.0,0,3.9,On Time,Not Applicable,05:43.1
5574765914,8665,45:56.0,42:56.0,0,0.72,On Time,Not Applicable,05:43.1
8812616740,66152,25:15.0,29:15.0,4,2.53,Slightly Delayed,Traffic,05:43.1
1486655525,69381,27:43.0,29:43.0,2,3.44,Slightly Delayed,Traffic,05:43.1
8423025639,63484,25:56.0,39:56.0,14,2.22,Significantly Delayed,Traffic,05:43.1
9020705185,92943,30:39.0,31:39.0,1,4.57,Slightly Delayed,Traffic,05:43.1
7719808698,28450,48:57.0,50:57.0,2,3.05,Slightly Delayed,Traffic,05:43.1
3414036630,37389,13:07.0,09:07.0,0,3.73,On Time,Not Applicable,05:43.1
4157869967,51334,32:39.0,34:39.0,2,2.57,Slightly Delayed,Traffic,05:43.1
4873887251,769,58:50.0,01:50.0,3,2.77,Slightly Delayed,Traffic,05:43.1
8031946454,89696,07:54.0,06:54.0,0,2.72,On Time,Not Applicable,05:43.1
8168056170,85462,02:58.0,16:58.0,14,0.57,Significantly Delayed,Traffic,05:43.1
3108512811,30893,35:16.0,37:16.0,2,2.16,Slightly Delayed,Traffic,05:43.1
1680591951,96631,19:51.0,16:51.0,0,4.57,On Time,Not Applicable,05:43.1
559245731,20247,06:50.0,11:50.0,5,2.33,Slightly Delayed,Traffic,05:43.1
8655600303,71557,51:20.0,48:20.0,0,1.6,On Time,Not Applicable,05:43.1
8247327365,11031,28:52.0,42:52.0,14,3.86,Significantly Delayed,Traffic,05:43.1
9153347285,3684,11:54.0,11:54.0,0,2.46,On Time,Not Applicable,05:43.1
1977533409,4601,21:20.0,18:20.0,0,1.34,On Time,Not Applicable,05:43.1
2433646621,67633,19:49.0,28:49.0,9,1.03,Slightly Delayed,Traffic,05:43.1
22830983,39491,26:12.0,44:12.0,18,1.59,Significantly Delayed,Traffic,05:43.1
1143763031,61900,58:00.0,59:00.0,1,1.67,Slightly Delayed,Traffic,05:43.1
8524056436,33639,57:20.0,54:20.0,0,3.93,On Time,Not Applicable,05:43.1
4262338791,37767,57:55.0,57:55.0,0,1.32,On Time,Not Applicable,05:43.1
187728451,36559,16:51.0,15:51.0,0,3.79,On Time,Not Applicable,05:43.1
6754346312,88168,49:50.0,48:50.0,0,2.23,On Time,Not Applicable,05:43.1
5790622967,37995,35:45.0,34:45.0,0,4.92,On Time,Not Applicable,05:43.1
4305348838,11295,45:10.0,10:10.0,25,1.16,Significantly Delayed,Traffic,05:43.1
2902411553,73699,39:55.0,36:55.0,0,1.16,On Time,Not Applicable,05:43.1
3691199770,72299,37:17.0,40:17.0,3,4.77,Slightly Delayed,Traffic,05:43.1
775709102,73558,14:43.0,13:43.0,0,1,On Time,Not Applicable,05:43.1
5262508570,196,25:05.0,25:05.0,0,3.11,On Time,Not Applicable,05:43.1
192109127,98838,39:24.0,49:24.0,10,2.64,Slightly Delayed,Traffic,05:43.1
1108215973,3643,46:04.0,52:04.0,6,0.96,Slightly Delayed,Traffic,05:43.1
1719134546,3235,29:50.0,31:50.0,2,1.4,Slightly Delayed,Traffic,05:43.1
5280263316,81900,47:57.0,15:57.0,28,1.87,Significantly Delayed,Traffic,05:43.1
9448306266,70480,59:11.0,54:11.0,0,0.55,On Time,Not Applicable,05:43.1
8023626961,50594,50:06.0,59:06.0,9,1.49,Slightly Delayed,Traffic,05:43.1
1118405605,72673,37:10.0,46:10.0,9,0.56,Slightly Delayed,Traffic,05:43.1
8226034341,39659,55:53.0,58:53.0,3,4.97,Slightly Delayed,Traffic,05:43.1
6976835753,67913,06:28.0,03:28.0,0,0.59,On Time,Not Applicable,05:43.1
9171564499,39820,12:09.0,20:09.0,8,2.2,Slightly Delayed,Traffic,05:43.1
5393607402,32010,15:17.0,11:17.0,0,3.76,On Time,Not Applicable,05:43.1
5670040592,57209,59:22.0,01:22.0,2,3.5,Slightly Delayed,Traffic,05:43.1
6736891890,72028,46:41.0,58:41.0,12,3.45,Significantly Delayed,Traffic,05:43.1
1223255075,4873,18:18.0,19:18.0,1,3.99,Slightly Delayed,Traffic,05:43.1
8158413630,56303,59:12.0,57:12.0,0,4.08,On Time,Not Applicable,05:43.1
7867573412,62986,09:24.0,29:24.0,20,2.24,Significantly Delayed,Traffic,05:43.1
1624690598,41423,10:00.0,06:00.0,0,1.09,On Time,Not Applicable,05:43.1
8968945932,53832,16:44.0,42:44.0,26,1.18,Significantly Delayed,Traffic,05:43.1
1645212433,77571,41:32.0,08:32.0,27,4.25,Significantly Delayed,Traffic,05:43.1
9187046038,84082,54:57.0,58:57.0,4,1.42,Slightly Delayed,Traffic,05:43.1
9305357757,84853,25:22.0,22:22.0,0,1.02,On Time,Not Applicable,05:43.1
8312320295,27452,36:03.0,36:03.0,0,2.96,On Time,Not Applicable,05:43.1
3256941332,18290,00:51.0,56:51.0,0,1.42,On Time,Not Applicable,05:43.1
8980502814,67937,47:03.0,47:03.0,0,4.79,On Time,Not Applicable,05:43.1
9270396838,46248,58:05.0,57:05.0,0,1.87,On Time,Not Applicable,05:43.1
2892588628,59145,52:27.0,59:27.0,7,4.94,Slightly Delayed,Traffic,05:43.1
8774158800,69717,42:51.0,56:51.0,14,2.44,Significantly Delayed,Traffic,05:43.1
2056131802,36835,12:17.0,32:17.0,20,4.41,Significantly Delayed,Traffic,05:43.1
3528007192,53884,10:59.0,12:59.0,2,0.97,Slightly Delayed,Traffic,05:43.1
2845333894,52847,32:13.0,43:13.0,11,2.58,Significantly Delayed,Traffic,05:43.1
6602340187,94455,23:24.0,44:24.0,21,4.65,Significantly Delayed,Traffic,05:43.1
721004875,61840,13:34.0,09:34.0,0,2.71,On Time,Not Applicable,05:43.1
7435895360,89661,53:32.0,58:32.0,5,2.26,Slightly Delayed,Traffic,05:43.1
4217659083,94726,48:33.0,01:33.0,13,0.56,Significantly Delayed,Traffic,05:43.1
9710865146,9882,49:09.0,54:09.0,5,0.69,Slightly Delayed,Traffic,05:43.1
5375295409,21882,17:07.0,19:07.0,2,0.61,Slightly Delayed,Traffic,05:43.1
6286044248,56074,37:54.0,34:54.0,0,3.31,On Time,Not Applicable,05:43.1
1708282193,34773,19:18.0,22:18.0,3,3.62,Slightly Delayed,Traffic,05:43.1
5746303677,24730,48:21.0,47:21.0,0,3.82,On Time,Not Applicable,05:43.1
3271726381,5783,52:28.0,11:28.0,19,1.76,Significantly Delayed,Traffic,05:43.1
9802569856,93443,25:19.0,22:19.0,0,4.31,On Time,Not Applicable,05:43.1
662460037,2466,08:10.0,19:10.0,11,4.74,Significantly Delayed,Traffic,05:43.1
8664447334,49008,49:20.0,18:20.0,29,4.11,Significantly Delayed,Traffic,05:43.1
3886370975,38359,49:11.0,53:11.0,4,3.43,Slightly Delayed,Traffic,05:43.1
3547006553,31328,21:17.0,40:17.0,19,4.41,Significantly Delayed,Traffic,05:43.1
2575965518,33262,41:21.0,36:21.0,0,1.24,On Time,Not Applicable,05:43.1
1529363954,55211,35:11.0,38:11.0,3,0.78,Slightly Delayed,Traffic,05:43.1
8463856241,18824,20:09.0,27:09.0,7,4.41,Slightly Delayed,Traffic,05:43.1
2485242479,76138,35:55.0,34:55.0,0,3.71,On Time,Not Applicable,05:43.1
9850673433,19635,56:40.0,03:40.0,7,1.39,Slightly Delayed,Traffic,05:43.1
2558680592,91792,36:27.0,36:27.0,0,1.77,On Time,Not Applicable,05:43.1
2859167116,34127,55:27.0,10:27.0,15,0.66,Significantly Delayed,Traffic,05:43.1
1222236371,94531,13:13.0,24:13.0,11,4.79,Significantly Delayed,Traffic,05:43.1
344177904,86602,49:42.0,58:42.0,9,2.27,Slightly Delayed,Traffic,05:43.1
6126334783,33084,44:55.0,49:55.0,5,2.26,Slightly Delayed,Traffic,05:43.1
3742575364,22416,43:01.0,45:01.0,2,3.47,Slightly Delayed,Traffic,05:43.1
9272166174,31701,36:38.0,38:38.0,2,1.13,Slightly Delayed,Traffic,05:43.1
9416522701,14560,22:25.0,22:25.0,0,2.82,On Time,Not Applicable,05:43.1
7305871805,57764,39:55.0,38:55.0,0,0.87,On Time,Not Applicable,05:43.1
80296810,15362,52:45.0,51:45.0,0,2.47,On Time,Not Applicable,05:43.1
2806868282,5821,30:34.0,27:34.0,0,3.65,On Time,Not Applicable,05:43.1
707033578,33360,48:25.0,49:25.0,1,3.54,Slightly Delayed,Traffic,05:43.1
9026783092,51457,44:24.0,59:24.0,15,4.1,Significantly Delayed,Traffic,05:43.1
6229466619,63864,30:36.0,38:36.0,8,1.71,Slightly Delayed,Traffic,05:43.1
408720270,2311,22:35.0,38:35.0,16,1.09,Significantly Delayed,Traffic,05:43.1
8870165072,53009,20:42.0,25:42.0,5,0.8,Slightly Delayed,Traffic,05:43.1
1979319490,28727,37:07.0,41:07.0,4,1.06,Slightly Delayed,Traffic,05:43.1
840761323,88697,30:43.0,34:43.0,4,3.99,Slightly Delayed,Traffic,05:43.1
744721438,47635,03:11.0,15:11.0,12,4.3,Significantly Delayed,Traffic,05:43.1
7421707488,29051,02:39.0,58:39.0,0,1.44,On Time,Not Applicable,05:43.1
1212718824,72361,13:45.0,08:45.0,0,4.18,On Time,Not Applicable,05:43.1
9603256001,5981,06:46.0,18:46.0,12,2.98,Significantly Delayed,Traffic,05:43.1
5626888972,53381,26:30.0,29:30.0,3,2.32,Slightly Delayed,Traffic,05:43.1
2300753276,88145,30:20.0,39:20.0,9,1.49,Slightly Delayed,Traffic,05:43.1
869629562,80715,38:44.0,35:44.0,0,4.42,On Time,Not Applicable,05:43.1
3429137520,82673,42:52.0,39:52.0,0,1.67,On Time,Not Applicable,05:43.1
9957927297,17981,30:44.0,32:44.0,2,0.97,Slightly Delayed,Traffic,05:43.1
202466684,51649,16:23.0,11:23.0,0,1.48,On Time,Not Applicable,05:43.1
8465721207,56612,15:00.0,10:00.0,0,2.05,On Time,Not Applicable,05:43.1
6194827199,674,11:47.0,07:47.0,0,0.62,On Time,Not Applicable,05:43.1
3942174431,9886,12:33.0,22:33.0,10,3.08,Slightly Delayed,Traffic,05:43.1
3189863462,54721,44:48.0,41:48.0,0,2.7,On Time,Not Applicable,05:43.1
5923573134,74712,16:29.0,21:29.0,5,2.43,Slightly Delayed,Traffic,05:43.1
6659747528,93772,45:40.0,45:40.0,0,2.52,On Time,Not Applicable,05:43.1
6037541687,39815,43:05.0,45:05.0,2,2.23,Slightly Delayed,Traffic,05:43.1
2585438297,93144,11:45.0,16:45.0,5,3.99,Slightly Delayed,Traffic,05:43.1
8065774615,66569,10:21.0,35:21.0,25,4.95,Significantly Delayed,Traffic,05:43.1
1816814476,42751,02:21.0,05:21.0,3,0.55,Slightly Delayed,Traffic,05:43.1
5278014717,87933,59:28.0,04:28.0,5,4.94,Slightly Delayed,Traffic,05:43.1
4265447949,34338,36:34.0,01:34.0,25,4,Significantly Delayed,Traffic,05:43.1
6752221435,71642,10:18.0,14:18.0,4,0.55,Slightly Delayed,Traffic,05:43.1
8943989258,43725,17:33.0,20:33.0,3,0.8,Slightly Delayed,Traffic,05:43.1
4068367936,95706,09:08.0,08:08.0,0,3.56,On Time,Not Applicable,05:43.1
5735156904,89407,40:21.0,53:21.0,13,4.91,Significantly Delayed,Traffic,05:43.1
2405929115,83049,19:24.0,42:24.0,23,2.23,Significantly Delayed,Traffic,05:43.1
7913167260,69504,10:00.0,39:00.0,29,3.92,Significantly Delayed,Traffic,05:43.1
1989751369,1261,10:49.0,22:49.0,12,2.92,Significantly Delayed,Traffic,05:43.1
7338050095,68204,19:28.0,17:28.0,0,2.31,On Time,Not Applicable,05:43.1
9950986048,46130,50:21.0,53:21.0,3,3.9,Slightly Delayed,Traffic,05:43.1
5098703807,46866,13:34.0,11:34.0,0,4.46,On Time,Not Applicable,05:43.1
6937485392,42361,57:56.0,05:56.0,8,4.79,Slightly Delayed,Traffic,05:43.1
1266440097,43520,47:25.0,42:25.0,0,4.01,On Time,Not Applicable,05:43.1
7415490509,48639,15:31.0,14:31.0,0,4.12,On Time,Not Applicable,05:43.1
7284991749,4135,47:57.0,46:57.0,0,2.92,On Time,Not Applicable,05:43.1
4645792703,36301,23:48.0,18:48.0,0,2.04,On Time,Not Applicable,05:43.1
3174938939,50364,25:38.0,25:38.0,0,3.76,On Time,Not Applicable,05:43.1
1752712049,67307,13:49.0,25:49.0,12,4.33,Significantly Delayed,Traffic,05:43.1
8187201830,55955,43:38.0,39:38.0,0,4.44,On Time,Not Applicable,05:43.1
6900896329,97185,39:06.0,41:06.0,2,2.14,Slightly Delayed,Traffic,05:43.1
3793977529,52853,22:26.0,22:26.0,0,4.5,On Time,Not Applicable,05:43.1
194459698,66295,59:24.0,58:24.0,0,1.01,On Time,Not Applicable,05:43.1
9330447952,8867,40:14.0,45:14.0,5,3.13,Slightly Delayed,Traffic,05:43.1
2097372277,42338,00:48.0,56:48.0,0,0.71,On Time,Not Applicable,05:43.1
7060954153,21872,12:47.0,07:47.0,0,1.89,On Time,Not Applicable,05:43.1
2921310646,45581,42:33.0,42:33.0,0,4.35,On Time,Not Applicable,05:43.1
3983082555,75005,14:09.0,36:09.0,22,2.56,Significantly Delayed,Traffic,05:43.1
4867298468,88574,51:05.0,55:05.0,4,1.6,Slightly Delayed,Traffic,05:43.1
3402631472,82219,43:40.0,43:40.0,0,4.47,On Time,Not Applicable,05:43.1
1648146562,49114,26:30.0,23:30.0,0,3.06,On Time,Not Applicable,05:43.1
5907766010,85975,22:49.0,33:49.0,11,4.11,Significantly Delayed,Traffic,05:43.1
9233577456,29353,14:41.0,13:41.0,0,4.29,On Time,Not Applicable,05:43.1
4084808075,65980,56:30.0,54:30.0,0,0.66,On Time,Not Applicable,05:43.1
7217049550,56744,45:17.0,09:17.0,24,2.87,Significantly Delayed,Traffic,05:43.1
1831943568,31014,34:24.0,39:24.0,5,1.86,Slightly Delayed,Traffic,05:43.1
8707473624,54941,46:35.0,43:35.0,0,4.9,On Time,Not Applicable,05:43.1
7075868285,69398,16:05.0,20:05.0,4,3.48,Slightly Delayed,Traffic,05:43.1
5164162918,69542,16:10.0,15:10.0,0,3.51,On Time,Not Applicable,05:43.1
2175298644,37111,30:19.0,28:19.0,0,2.91,On Time,Not Applicable,05:43.1
5882568464,93909,39:05.0,37:05.0,0,2.42,On Time,Not Applicable,05:43.1
7847708619,9898,17:21.0,18:21.0,1,2.54,Slightly Delayed,Traffic,05:43.1
6366048116,82257,08:18.0,06:18.0,0,2.19,On Time,Not Applicable,05:43.1
4926287333,94821,59:21.0,00:21.0,1,2.68,Slightly Delayed,Traffic,05:43.1
5532838325,57010,40:26.0,37:26.0,0,3.85,On Time,Not Applicable,05:43.1
2567996236,61790,21:08.0,20:08.0,0,1,On Time,Not Applicable,05:43.1
2655613624,94896,33:57.0,02:57.0,29,1.78,Significantly Delayed,Traffic,05:43.1
7706089549,35200,24:20.0,24:20.0,0,3.96,On Time,Not Applicable,05:43.1
8257370396,11969,26:46.0,42:46.0,16,1.33,Significantly Delayed,Traffic,05:43.1
8623808984,79827,49:58.0,55:58.0,6,3.27,Slightly Delayed,Traffic,05:43.1
7579506101,80056,28:48.0,25:48.0,0,2.05,On Time,Not Applicable,05:43.1
8861024199,53729,03:08.0,59:08.0,0,0.54,On Time,Not Applicable,05:43.1
7666131311,35447,57:52.0,02:52.0,5,4.09,Slightly Delayed,Traffic,05:43.1
103589925,83678,42:05.0,52:05.0,10,1.05,Slightly Delayed,Traffic,05:43.1
7346858138,83804,58:38.0,55:38.0,0,1.78,On Time,Not Applicable,05:43.1
4963962664,10652,02:23.0,58:23.0,0,4.59,On Time,Not Applicable,05:43.1
9069936094,80189,08:13.0,31:13.0,23,3.6,Significantly Delayed,Traffic,05:43.1
4665363191,15760,05:11.0,11:11.0,6,1.61,Slightly Delayed,Traffic,05:43.1
888510905,21909,18:56.0,30:56.0,12,1.18,Significantly Delayed,Traffic,05:43.1
6876091286,77863,38:02.0,36:02.0,0,1.57,On Time,Not Applicable,05:43.1
2592923105,23178,14:24.0,37:24.0,23,4.84,Significantly Delayed,Traffic,05:43.1
2468550508,24846,03:50.0,06:50.0,3,3.31,Slightly Delayed,Traffic,05:43.1
5302956276,6274,52:17.0,52:17.0,0,3.16,On Time,Not Applicable,05:43.1
9409714182,4084,29:31.0,41:31.0,12,0.86,Significantly Delayed,Traffic,05:43.1
1446221570,213,13:18.0,12:18.0,0,1.43,On Time,Not Applicable,05:43.1
8250036360,65016,20:28.0,21:28.0,1,4.62,Slightly Delayed,Traffic,05:43.1
447464341,85334,06:39.0,13:39.0,7,4.08,Slightly Delayed,Traffic,05:43.1
15642223,43306,24:23.0,27:23.0,3,1.44,Slightly Delayed,Traffic,05:43.1
3285378238,8991,41:32.0,56:32.0,15,1.46,Significantly Delayed,Traffic,05:43.1
2356483296,38401,24:01.0,32:01.0,8,3.25,Slightly Delayed,Traffic,05:43.1
3382911339,84662,53:18.0,52:18.0,0,4.92,On Time,Not Applicable,05:43.1
3690872026,56377,21:37.0,26:37.0,5,3.81,Slightly Delayed,Traffic,05:43.1
6755367585,56444,00:34.0,57:34.0,0,4.56,On Time,Not Applicable,05:43.1
6835850079,92568,06:33.0,09:33.0,3,3.44,Slightly Delayed,Traffic,05:43.1
9345418784,24395,23:24.0,27:24.0,4,4.58,Slightly Delayed,Traffic,05:43.1
7185243614,27663,20:39.0,22:39.0,2,2.47,Slightly Delayed,Traffic,05:43.1
2319044818,66486,45:22.0,41:22.0,0,1.98,On Time,Not Applicable,05:43.1
931834374,48992,11:20.0,11:20.0,0,1.72,On Time,Not Applicable,05:43.1
8485398781,70167,17:45.0,17:45.0,0,0.62,On Time,Not Applicable,05:43.1
9806464912,89278,19:48.0,33:48.0,14,4.41,Significantly Delayed,Traffic,05:43.1
8214365128,68269,18:38.0,14:38.0,0,2.87,On Time,Not Applicable,05:43.1
137089318,32581,53:38.0,48:38.0,0,3.62,On Time,Not Applicable,05:43.1
7615602420,91821,32:58.0,37:58.0,5,2.32,Slightly Delayed,Traffic,05:43.1
3995348964,62259,34:56.0,38:56.0,4,4.1,Slightly Delayed,Traffic,05:43.1
3816542830,38895,04:14.0,00:14.0,0,1.05,On Time,Not Applicable,05:43.1
9665004924,98396,48:25.0,47:25.0,0,3.11,On Time,Not Applicable,05:43.1
1728547597,80933,04:29.0,23:29.0,19,2.16,Significantly Delayed,Traffic,05:43.1
5311190131,30345,01:19.0,02:19.0,1,2.18,Slightly Delayed,Traffic,05:43.1
9581592141,70962,30:37.0,30:37.0,0,1.44,On Time,Not Applicable,05:43.1
4848863693,56307,54:20.0,51:20.0,0,3.47,On Time,Not Applicable,05:43.1
6374883107,32067,20:07.0,41:07.0,21,4.8,Significantly Delayed,Traffic,05:43.1
3270131216,44043,14:10.0,28:10.0,14,4.44,Significantly Delayed,Traffic,05:43.1
2643382562,74374,48:03.0,48:03.0,0,1.49,On Time,Not Applicable,05:43.1
5212524996,13215,25:30.0,26:30.0,1,4.2,Slightly Delayed,Traffic,05:43.1
9594095277,61215,56:08.0,54:08.0,0,1.97,On Time,Not Applicable,05:43.1
8375863419,89921,29:17.0,44:17.0,15,1.19,Significantly Delayed,Traffic,05:43.1
7523880783,23850,06:50.0,01:50.0,0,3.8,On Time,Not Applicable,05:43.1
9670158103,18477,08:36.0,10:36.0,2,1.07,Slightly Delayed,Traffic,05:43.1
4344108631,39923,27:06.0,37:06.0,10,3.98,Slightly Delayed,Traffic,05:43.1
2237858,97945,00:11.0,03:11.0,3,3.86,Slightly Delayed,Traffic,05:43.1
3217791988,30480,06:13.0,04:13.0,0,2.99,On Time,Not Applicable,05:43.1
3355718103,84679,54:21.0,51:21.0,0,1.81,On Time,Not Applicable,05:43.1
9590518103,39579,32:57.0,33:57.0,1,3.73,Slightly Delayed,Traffic,05:43.1
6610120274,83714,30:09.0,31:09.0,1,0.9,Slightly Delayed,Traffic,05:43.1
1180899898,24863,12:44.0,15:44.0,3,2.5,Slightly Delayed,Traffic,05:43.1
8758992688,722,12:41.0,37:41.0,25,1.35,Significantly Delayed,Traffic,05:43.1
6965716176,48850,32:14.0,34:14.0,2,4.53,Slightly Delayed,Traffic,05:43.1
5527742274,98520,32:27.0,27:27.0,0,2.61,On Time,Not Applicable,05:43.1
826610039,72915,04:16.0,03:16.0,0,3.04,On Time,Not Applicable,05:43.1
3303891913,49372,43:58.0,48:58.0,5,2.77,Slightly Delayed,Traffic,05:43.1
2489292878,88759,02:12.0,57:12.0,0,4.76,On Time,Not Applicable,05:43.1
8589851630,4917,22:08.0,24:08.0,2,1.23,Slightly Delayed,Traffic,05:43.1
4598897781,7752,54:25.0,04:25.0,10,3.07,Slightly Delayed,Traffic,05:43.1
6932356214,27028,52:45.0,06:45.0,14,1.35,Significantly Delayed,Traffic,05:43.1
3499004322,21541,23:47.0,22:47.0,0,2.4,On Time,Not Applicable,05:43.1
7517620171,48840,26:53.0,21:53.0,0,0.54,On Time,Not Applicable,05:43.1
172987148,66833,56:53.0,21:53.0,25,2.52,Significantly Delayed,Traffic,05:43.1
8347207794,88105,18:06.0,21:06.0,3,1.12,Slightly Delayed,Traffic,05:43.1
9472355181,69066,52:09.0,55:09.0,3,2.8,Slightly Delayed,Traffic,05:43.1
1315064289,62602,16:12.0,39:12.0,23,2.35,Significantly Delayed,Traffic,05:43.1
9371869941,6805,13:41.0,13:41.0,0,4.35,On Time,Not Applicable,05:43.1
5184568404,17462,05:24.0,01:24.0,0,0.93,On Time,Not Applicable,05:43.1
5891002534,79352,16:08.0,26:08.0,10,3.92,Slightly Delayed,Traffic,05:43.1
1479730711,36251,08:44.0,29:44.0,21,4.51,Significantly Delayed,Traffic,05:43.1
7651037338,62537,52:51.0,52:51.0,0,2.86,On Time,Not Applicable,05:43.1
8763754537,16963,47:23.0,44:23.0,0,0.83,On Time,Not Applicable,05:43.1
7683813608,86476,44:26.0,47:26.0,3,3.63,Slightly Delayed,Traffic,05:43.1
6722955128,18697,05:23.0,01:23.0,0,3.37,On Time,Not Applicable,05:43.1
8259274680,17260,45:28.0,43:28.0,0,3.76,On Time,Not Applicable,05:43.1
4620484274,25174,05:36.0,18:36.0,13,4.36,Significantly Delayed,Traffic,05:43.1
8260569466,74085,16:23.0,12:23.0,0,4.84,On Time,Not Applicable,05:43.1
8498916204,89588,44:28.0,44:28.0,0,4.77,On Time,Not Applicable,05:43.1
3209538967,78212,35:34.0,39:34.0,4,3.13,Slightly Delayed,Traffic,05:43.1
2570640420,99899,44:24.0,48:24.0,4,2.92,Slightly Delayed,Traffic,05:43.1
2066843639,37046,32:13.0,27:13.0,0,3.92,On Time,Not Applicable,05:43.1
7402125753,26429,26:28.0,36:28.0,10,4.99,Slightly Delayed,Traffic,05:43.1
9171089443,27400,21:14.0,21:14.0,0,2.95,On Time,Not Applicable,05:43.1
3272079644,98992,43:34.0,46:34.0,3,2.67,Slightly Delayed,Traffic,05:43.1
438111050,24502,56:13.0,54:13.0,0,1.32,On Time,Not Applicable,05:43.1
7416160835,11914,20:04.0,17:04.0,0,1.33,On Time,Not Applicable,05:43.1
4075074492,29293,18:33.0,41:33.0,23,2.96,Significantly Delayed,Traffic,05:43.1
5536024334,20631,44:38.0,40:38.0,0,0.83,On Time,Not Applicable,05:43.1
2013140214,10693,30:19.0,35:19.0,5,0.51,Slightly Delayed,Traffic,05:43.1
1113582397,38869,40:17.0,42:17.0,2,3.55,Slightly Delayed,Traffic,05:43.1
1083928258,78940,54:22.0,58:22.0,4,0.64,Slightly Delayed,Traffic,05:43.1
4906957374,2235,06:47.0,03:47.0,0,0.79,On Time,Not Applicable,05:43.1
1876614122,4985,38:54.0,35:54.0,0,4.12,On Time,Not Applicable,05:43.1
6556180328,83805,57:59.0,56:59.0,0,4.26,On Time,Not Applicable,05:43.1
7960553477,75158,40:38.0,35:38.0,0,4.56,On Time,Not Applicable,05:43.1
6335972517,51928,14:51.0,26:51.0,12,1.39,Significantly Delayed,Traffic,05:43.1
6254948159,72597,34:34.0,34:34.0,0,4.42,On Time,Not Applicable,05:43.1
7527936057,67699,18:53.0,20:53.0,2,2.96,Slightly Delayed,Traffic,05:43.1
6257851675,91732,26:04.0,48:04.0,22,4.45,Significantly Delayed,Traffic,05:43.1
6832610950,37323,33:43.0,57:43.0,24,1.51,Significantly Delayed,Traffic,05:43.1
5085005195,92179,13:27.0,17:27.0,4,4.3,Slightly Delayed,Traffic,05:43.1
2177207547,63474,01:35.0,59:35.0,0,1.62,On Time,Not Applicable,05:43.1
3043364543,64723,58:58.0,00:58.0,2,0.6,Slightly Delayed,Traffic,05:43.1
2823404098,52689,33:55.0,31:55.0,0,4.66,On Time,Not Applicable,05:43.1
646676955,90187,55:42.0,51:42.0,0,3.76,On Time,Not Applicable,05:43.1
5756607486,19872,53:13.0,51:13.0,0,0.99,On Time,Not Applicable,05:43.1
9373691795,89555,31:54.0,35:54.0,4,1.26,Slightly Delayed,Traffic,05:43.1
2611601543,21230,49:11.0,59:11.0,10,3.19,Slightly Delayed,Traffic,05:43.1
1491360686,45751,00:01.0,11:01.0,11,2.67,Significantly Delayed,Traffic,05:43.1
1824533423,37442,13:19.0,16:19.0,3,2.97,Slightly Delayed,Traffic,05:43.1
2913841018,45079,08:27.0,08:27.0,0,4.32,On Time,Not Applicable,05:43.1
3141803761,54528,35:40.0,54:40.0,19,0.73,Significantly Delayed,Traffic,05:43.1
6184484468,97219,45:47.0,46:47.0,1,4.75,Slightly Delayed,Traffic,05:43.1
4599327740,43635,52:17.0,52:17.0,0,0.55,On Time,Not Applicable,05:43.1
7479207574,23426,03:33.0,32:33.0,29,3.74,Significantly Delayed,Traffic,05:43.1
2996133401,8541,16:03.0,14:03.0,0,1.35,On Time,Not Applicable,05:43.1
5972410040,62822,38:14.0,41:14.0,3,2.11,Slightly Delayed,Traffic,05:43.1
4007593324,36657,23:44.0,27:44.0,4,3.37,Slightly Delayed,Traffic,05:43.1
3428454405,81368,57:01.0,56:01.0,0,1.63,On Time,Not Applicable,05:43.1
1160646195,53869,17:19.0,38:19.0,21,1.48,Significantly Delayed,Traffic,05:43.1
4376524554,75544,25:00.0,30:00.0,5,1.55,Slightly Delayed,Traffic,05:43.1
1519072771,40607,22:15.0,24:15.0,2,1.52,Slightly Delayed,Traffic,05:43.1
8203685394,92523,17:38.0,18:38.0,1,4.11,Slightly Delayed,Traffic,05:43.1
7906789850,16598,35:00.0,41:00.0,6,1.17,Slightly Delayed,Traffic,05:43.1
8073770046,37431,12:34.0,25:34.0,13,3.42,Significantly Delayed,Traffic,05:43.1
5190202949,98623,49:28.0,01:28.0,12,1.62,Significantly Delayed,Traffic,05:43.1
8542325207,38846,47:24.0,50:24.0,3,4.04,Slightly Delayed,Traffic,05:43.1
7566730050,47294,12:57.0,13:57.0,1,2.52,Slightly Delayed,Traffic,05:43.1
176509722,60612,46:31.0,44:31.0,0,1.92,On Time,Not Applicable,05:43.1
1894603222,90546,27:33.0,30:33.0,3,3.9,Slightly Delayed,Traffic,05:43.1
2694800415,70355,44:06.0,39:06.0,0,3.85,On Time,Not Applicable,05:43.1
5879390688,87608,48:09.0,54:09.0,6,2.02,Slightly Delayed,Traffic,05:43.1
